branch_id,bank,address,metro,review,analysis
335,Bank of America,"1110 Northwest Hwy, Garland, TX 75041",Dallas,"Setup appointment for notary like they asked. I get here and the lady is on lunch.had to wait an hour. This is why I'm leaving this terrible bankAwful customer service!!!! There were 7 people in line in the lobby with only one person taking care of them. There were 6 staff members but no one opened another window to assist. This is awful and a great way to deter customers.I don't understand why the ratings are so low for this BofA?? All I know is my experience there was nothing but amazing! I went there for notary service and Diego Ramirez was so helpful, kind, and professional. He went above and beyond to help me and make sure everything was done accurately! Thanks again for all that you do.So, DART ticket machine at the train station ate my $5, so they mailed me a check for the $5. They use Bank of America. So, I went to this location trying to cash the check.... they wanted to charge me $8  to cash a $5 check since I do not have an account with them!! Yes, you read that right $8 to cash a $5 check!! Where and how does that even begin to be logical!?!? Come on BOA it wouldnt hurt your pocket to waive a $8 fee! Obviously I need the $5 or I wouldnt be here throwing a fit! Heartless! Its your own check! Solution was to open an account, I would NEVER bank with a bank who would do this! Since I am currently unemployed, opening an account would hurt more than help! It would not be beneficial for me or for BOA! But they dont care! I am out of gas living in my car in the cold with a useless$5 check! But as long as they are nice comfy and warm over $8 Disgusted!Bank of America won't even cash their own checks . Which is absurd. As a customer I felt like they wanted to just rush me up out of there. They didn't take my business serious at allAll bank of americas seem to love habing only one teller on fridays...
One telker 6 customers waitingDiego was super helpfulNow I understand why 2 stars kept calling and never answeredThey never answer badly","Positives:
- Diego Ramirez provided excellent customer service and was helpful, kind, and professional.
- The bank sent a check when a ticket machine ate someone's money.

Room for improvement:
- Some customers had to wait for a long time due to a lack of staff or staff taking lunch breaks.
- Some customers were charged a fee to cash a check from the bank, which they felt was unfair.
- Some customers felt that the bank did not take their business seriously.

Miscellaneous:
- The bank was praised for their helpfulness, but also received negative reviews for poor customer service and communication."
336,Bank of America,"10815 Webb Chapel Rd, Dallas, TX 75229",Dallas,"Only bank available in the area that is open until 2:00pm on a Saturday. It was a little busy, but staff was efficient and pleasant. A lady was helping people in the line and was very nice, and so was the manager on duty.
Thanks for the positive experience.Unbelievable when you pay monthly fees and there is only one bank teller working. Line currently is at least 12 people long. At some point you would think issues like this could be resolved over several years.I came in to cash a check and was discriminated against the Hispanic lady told me she couldn’t cash a 308.00 check for me.. I honestly felt like it was because I was a black lady… she said it says in the computer you have to deposit it in your bank account and I was confused so I drove to the bank that was closer to my house and they cashed it no problem.. you guys need to race relations training because that kinda stuff is unacceptable…I've been banking with BOA for 20+ years in multiple states. This is by far the worst location I've ever been to. This time there were 3 separate lines. One I'm not sure what is was for and 2 for the tellers. I asked 3 people in the first line which line they were in and they said the first one with the lady working there and right next to her(she could hear me). I proceeded to the next line. Was there for about 5 min then she told me to get in her line. She then let multiple people pass me and then told me to get back in the same mine she took me out of.  Terrible customer service and extremely rude! Also during lunch time there is only one personal teller and one business teller.Hispanic girl teller is very rude and I felt as if she was purposely targeting me and being rude to me for absolutely no reason. I didn’t get her name but I went in on March 1st, Wednesday around 2:45pm, she should be fired immediately! I used to work in customer service and that is not how you treat customers at all! Horrible experience.The worst customer service  at this location some Hispanic employees need to learn customer service skills. I stop at this location because my debit card got blocked and  i needed a new card when I got there the Hispanic lady at the front of the line she not even ask me if I needed help I wait for like 5 minutes and I had to ask her for help .then she told me I had to make an appointment .  I'm not racist I'm Hispanic my self but I noticed the worst customer service are Hispanic  employees no matter where you go it will be alway a Hispanic person with the worst customer service skills. This happened Tuesday 17 at 4:15 pm  do something Mr Manager.Terrible branch. Tellers are always slow and rude. Bank is always dirty and there is never a manager. Plus, the business lane and drive up banking are never open. Switching to ChaseI wish there was a zero star option!!! The lady who I withdraw money yesturday stole $100 from me ! Now I want to call and report her and no one answers the phone !!!!!! I will come in person this week and make sure she gets punished !!!This bank has very clear deficiencies that have been reported to BofA Corporate regarding their cashier check printing practices.  They're printing checks using defective toner cartridges which has resulted in over a day wasted of my time since the dealership ultimately refused to take them.

The manager at this location is a clown.  He states that they identified the problem 3 days prior - yet they're clearly still printing checks.  He tried to gaslight me by saying that ""nobody else is having this problem, you're the first one"".  Even if this was true, you shouldn't be printing defective checks Mr. Pinecone.

The manager also accepted not accountability, offered no apology (until questioned about it), and most importantly... did not attempt to fix my problem.

After Almost 26 years as a customer (coming from Nations Bank), it's time to cut the chord with this bank.  They're truly a second rate institution and it's time customers realize this and make a switch.

Run... Run far awayThe service is trash. I had to wait in a long line just to be told I couldn’t deposit money in my account because I didn’t have my id. I wasn’t withdrawing I was depositing. This is the second time a teller has sent me away.Worst customer service the girl up front very very rude her name is Zaira beltran I tried to do every day banking since last 3 times I went in that branch and she refuse to do service  tried to speak to manager and instead of solve problem he did the same his name is Arturo ferrusca we are the big client of Bank of America we are not expecting this kind of serviceI went to this branch for a problem. All the staff were very kind and helpful. Especially Zaira Beltan was very helpful. She almost spent hours for me, And finally she solved my problem. Excellent banking and customer service.Professional service..Thanks a lot..Very good experience!! Went there two times !!! The guy whose name is salvation is very helpful !! He is very polite ,patient and helpful. Truely appreciate his workTerrible customer service. Understaffed. Call centers will insist you can just stop by. Untrue. If directed to visit a financial center, do NOT go without an appointment. You're just a number, and not one that matters to BoA.20 people in line and only two cashiers to help!  Verdadero abuso del tiempo de la gente (real abuse of people’s time)…what is the manager doing?Costumer cervice is bad in this place,with more than 20 people in line and only two windows open.

I'm thinking about moving my business somewhere else.More than 10 people standing waiting and the service is very bad only one employee this is terribleWorst branch ever no staff available long ques even single person cashier sitting also left for a long period of time totally waste of timeAlways a long line. And not drive thru. Fix thisFast & FriendlyBad service, my 16-year-old son wanted to open an account and the person who assisted us at the check-in did not know what documents they required, apart from an ID and passport, he wanted the original social security number, they should change another person with a better one more positive attitudeThe worst bank the United States can have, and this specific branch, bad customer service, the ATMs work from time to time, they don't even let you make deposits when you want, they should close this branch permanentlyThe characters are very friendly, I have kissed them several times and they have been treated well 👍 they are very friendlyThe customer service for opening an account is too slow, it takes up to three hours for them to assist you.In the vast majority of the times I have gone to this branch, there is only one teller (cashier) serving the public.Very good customer service, very friendly","Positives:
- Only bank available in the area open until 2:00pm on Saturday
- Staff was efficient and pleasant
- Lady helping people in the line was very nice
- Manager on duty was pleasant and helpful
- Some staff members were kind and helpful
- Professional service
- Polite and helpful staff members

Room for Improvement:
- Long lines due to understaffing
- Issues with customer service and rude employees
- Inconsistent policies on cashing checks
- Slow service and long wait times
- Deficiencies in cashier check printing practices
- Lack of accountability and problem-solving from management
- ATMs not functioning properly
- Slow service for opening an account
- Limited number of tellers serving the public

Miscellaneous:
- Cleanliness of the bank is an issue
- Business lane and drive-up banking not always available
- Some positive interactions with staff members
- Inconsistent service quality from different employees"
337,Bank of America,"2535 W Wheatland Rd, Dallas, TX 75237",Dallas,"I went there to cash my check as I previously had. Today, they tell me I can't cash to get money back, but I can deposit and get funds in the morning. They tell me the previous cashing were courtesy. I've been with this bank for 12 years, why do you require to insert our debit card...and put in our pin. Oh I forgot to mention, my check was in my maiden name. Am I lost to think that, when you open any account, they ask you for your maiden name?.And to add accident to injury I gave them my ID with the account name, and my ID with my maiden name. They required me to sign my check two times, once in the name the check was issued and on the accounts name. Never did they ask me my social, confirm my identity or give me another option. The verification process is flawed, especially when you have two ids.....and letting the
M know your name change appointment is on Tuesday...Pull your money from these banks.""Real Talk""
Oh I bet they'll give a response saying our representatives are courteous and we'll be happy to resolve your conflict. Come in and our representative will help you. Bahh Humm BugEvery time I come pay my rent in my landlord account it is full sometimes only one teller or two for easy deposit the two people walking around can’t help it should be a worker just taking deposits very poor serviceThis is by far the worst BOFA ever! The ATM’s are always broken. There are 4 machine and 3 of them were broken. The building and parking lot is dirty, full of trash.ABSOLUTE WORST BANKING EXPERIENCE EVER!!!  DO NOT BANK HERE!  I am a business customer that has banked with BOA for 12 years.  I went in to deposit a check into my business account, which check was drawn on BOA,  and after 3 and a half hours I left without them depositing their own check into my business account.  They would not do it because they stated that my clients signature on the back of the check had to be completely written out!!  My clients signature was his first initial with his last name spelled out, they would not take it.  Not to mention, I have been depositing checks like this for the past12 years  at least 3 checks a month for 12 years with no problem!  I reminded the representative that the check is drawn on their bank he could check signatures and everything to verify that the check was good but they still would not accept it.  I closed my accounts with this bank because I do over $300k in business a year and they gave me this headache over one check!  I was sorely disappointed and partially believe it was racially motivated.It was bad job. I would like send big money and I understood that I can't do it. Cashier put my money on hold on. Now I can't take my money and no one in this bank is responsible for my lost time, for my frozen money, I don’t know for how long, for my lost working day during which we didn’t rest, but sat in the bank.  I'm still in shock, my heart hurts. my money is still in processing on the account and I can't do anything with it, but I need to send it in the last days of this year.  all employees of this bank do not care.Branch Manager is no help at all. Did not want to assist with my issue. Horrible service.They told me conflicting information I got from the Bank of America app. Seems like they make their own rules here. *Edit* It seems the app was incorrect and they managed to help me understand the situation. They're understaffed so the wait was long, but the cashiers that were there were making sure to help everyone as quickly as possible. The manager was there just over seeing things...would be nice if they could jump on a register and help when the wait gets long.Received excellent customer service at this location. Everyone here was very welcoming. Jesse Casados was who helped me get situated and find a solution to my problem. He was very kind, professional and explained everything to me every step of the way. If you are trying to make an appointment to speak with a banker I would definitely recommend him or Eric!I arrived about 9:05, security wasn't even there yet, and there were 4 people ahead of me and 1 teller helping customers. By 9:15 there was still 3 people in front and now 3 people behind with still 1 teller helping customers. There were 4 other employees present but NO ONE came over to help us.
1 employee came over stood at the front of the line and talked to customers. Needless to say I wasn't happy or talkative. This was ABSOLUTELY AWFUL!! I probably will not return to this branch even though it is the closest one to me.Waited in line for 20 minutes to get a money order, and was informed they no longer do money orders. They have also started holding checks in deposit for up to 10days even though I have a perfect banking record and have been with them over 5 years. On the plus side while standing in line it gave me time to research other banks where I will be taking my business... Don't walk, run away from Bank of America... So done with them.Service is SLOW. I made an appointment and still had to wait. Had to reschedule. This is ridiculous!Very very bad customer service here. We wait 1 hour to see the cashier. Line is big and they have only one cashier and more people inside is walking around only.Nobody EVER answers the phone. And for some reason you have to wait in line outside to conduct business with the bank. Absolutely ridiculous and unsafe !!!This Bank is Nothing but Disappointing. I WILL be switching banks very soon . Always a long line to wait in . It’s always “One” bank teller . And not mention these people will HOLD your Money for Daysss. Us People have Responsibilities Bills to Pay !I’ve banked with Bank of America for 22 years. Never in my life have I had such horrible service!! 30 minutes just to see a teller because I think there is only 1!! I watched several people getting turned around because the inside ATM is broken. BOTH of them!! Ridiculous!The teller is slow, cause there is only one. We have to stand in line outside and wait and then stand in the line on the inside and wait. There is no drive up tellers so we’re just being inconvenienced every time we come to the bank. What a horrible way to treat your customers.Need to reopen the drive thru windows,  the lines inside every boa is tremendously long.. been banking with them since 2004, think it's time for me to go elsewhereSLOW ..if you getn PAID for a service, you should PROVIDE that service!! i didnt come to the bank to spend my ENTIRE lunch period there  . i make a specific pay because i MOVE quick to get my customers taken care of . smh .  yall business morals need to be taught . periodEven 1 star is too much.. worse customer service.. three people standing and tanking.   only one providing service... line is always out of door.Over 25 people waiting, Only one teller. I'm taking all my money out on this transaction. Never banking here again. Because this is a constant occurrenceThis bank is a joke. Long lines because there's one cashier. They never answered the phones or mails. In general don't ever open o do business here.Thank you Elizabeth Jantes you were such a great help today!!! I really appreciate on the assistance and making sure I had everything I neededStood in line for 2 hours, just to be told I can’t be helpedZERO STARS THEY KEEP SENDING MY CARD TO THE WRONG PLACEJesse Casados is awesome that’s it that the review!Long lines, hours of operation not reliable.They don't know how to do their job.Staff not willing to workNot the best location to goThe worst thing is that there is always an ATM and it is very slow, it takes 1 to 2 hours to change the check, zero stars.Excel","Positives:
- One of the employees, Jesse Casados, provided excellent customer service and was very helpful and professional.
- The building and parking lot are clean.

Room for improvement:
- The bank requires customers to insert their debit card and enter their PIN to cash a check, which is inconvenient for long-time customers.
- The verification process for cashing checks is flawed and inconsistent, especially when customers have multiple forms of identification.
- The ATM machines are frequently broken.
- The bank is understaffed, resulting in long wait times for customers.
- The bank does not offer drive-thru tellers, inconveniencing customers.

Miscellaneous:
- Some customers feel like the service they received was racially motivated.
- Some customers experienced poor customer service and unhelpful staff members.
- The bank holds checks in deposit for up to 10 days, even for customers with a good banking record.

Negative comments:
- Some customers had extremely long wait times and poor service experiences.
- Some customers complained about the bank's hours of operation, lack of knowledge and efficiency of employees, and unreliable ATMs.
- One customer mentioned that their card was repeatedly sent to the wrong place.

Overall, the bank needs to improve their customer service, waiting times, ATM functionality, and the verification process for cashing checks. They should also consider offering drive-thru tellers and improving their hours of operation for better convenience to customers."
338,Frost Bank,"1500 N Wayside Dr, Houston, TX 77020",Houston,I just left here and the staff is super nice and friendly. Good customer service and clean inside. Good atmosphere all together.Very Friendly atmosphere.Very helpful...Thanks to everyone at Frost ...Great bank,"Positives:
- Staff is super nice and friendly
- Good customer service
- Clean inside
- Friendly atmosphere
- Very helpful

Room for improvement:
- No specific room for improvement mentioned in the text

Miscellaneous:
- Thanks to everyone at Frost (assuming it refers to the bank branch)

Note: Since the instruction explicitly states not to mention personal names of employees, specific names have been omitted."
339,Frost Bank,"4606 N Shepherd Dr, Houston, TX 77018",Houston,"Excellent local Frost Bank branch in the Garden Oaks area. It's pretty small, but the bankers are great. Highly recommend.The manager seemed uninformed, unenthusiastic, and somewhat annoyed that I wanted to ask questions about the various bank accounts. Secondly, she had a very unprofessional work attire and I guess a bad hair day. In any event, this woman should not have been in a managerial position. Perhaps she would be better suited for an alternate position that does not include interacting with the public.Convenient location...access afterhouurs with credit card chip.Great customer service","Positives:
- Excellent local Frost Bank branch in the Garden Oaks area.
- Small branch size.
- Great bankers.
- Convenient location.
- Access after hours with credit card chip.
- Great customer service.

Room for improvement:
- The manager seemed uninformed, unenthusiastic, and somewhat annoyed when asked questions about various bank accounts.
- The manager's work attire was unprofessional.
- The manager's appearance was not up to par.
- Questioning the suitability of the manager for a managerial position.
- Suggesting that the manager would be better suited for a different position that doesn't involve customer interaction.

Miscellaneous:
None mentioned in the given text."
340,Frost Bank,"5925 Kirby Dr, Houston, TX 77005",Houston,"This is a first class bank. No errors. Generally good staff. Interior is attractive, very customer oriented, available bathrooms [very important]Everyone that work there are so nice","Positives:
- Described as a first-class bank.
- No reported errors.
- Generally good staff.
- Attractive interior.
- Very customer-oriented.
- Available bathrooms.

Room for improvement:
- No specific areas mentioned for improvement.

Miscellaneous:
- Positive mention of everyone working at the bank being nice."
341,Frost Bank,"1 Blvd Place, 1700 Post Oak Blvd Suite 120, Houston, TX 77056",Houston,"How this bank has good reviews is beyond me.  As a company, their goal is to waste your time.  I tried to open a bank account with them online but they said they couldn't verify my identity.  So, I had to call them over the phone but after getting bounced to three different agents they told me I had to do it at a local branch. They told me all I had to bring was my driver's license but after going to a local branch they said they needed a utility bill and my social security card. Further, they write your private and sensitive information down on a blank white sheet of printer paper and keep it for themselves, saying that they're going to shred it afterwards.  If they can't give you the right information about opening an account, what's to make one trust them to take care of that. I'm glad I found out now rather than having to go around and getting my identity stolen because of their poor practice.  Sure, they'll answer the phone but I'm sure they're pretty reckless with your personal information.Too much employee turnover.

Staff doesnt follow up.","Positives:
- The bank answers their phone calls promptly.
- The staff is able to provide information over the phone.
- The bank has local branches available for customers.
- The bank asks for proper identification documents during the account opening process.
- The bank values privacy by promising to shred sensitive information.

Room for improvement:
- The online identity verification process needs improvement.
- The bank should provide consistent information regarding the required documents for opening an account.
- The bank should improve employee training to avoid being bounced between different agents.
- The bank should enhance their practice of storing and disposing of sensitive information securely.
- The issue of employee turnover needs to be addressed.

Miscellaneous:
- One review questions why the bank has good reviews.
- Another review mentions the concern of personal information security.
- A statement is made about staff not following up with customers."
342,Frost Bank,"13191 Northwest Fwy, Houston, TX 77040",Houston,"I can’t speak highly enough about this bank and my personal banker, Taylor. He is extremely knowledgeable and professional. Taylor went above and beyond to help me. Excellent customer service. I was extremely impressed.Love the personal touch they always provide, no matter what my account balances are.Worst customer service ever at this location...lady named Sara Salazar wasn't very nice and looked upset the whole time she was communicating with me.Terrible customer service. Rude staff . I would not recommend them at all.Bank ATM NEVER WORKS!!!Excellent customer service.","Positives:
- Personal banker Taylor is extremely knowledgeable and professional.
- Taylor went above and beyond to provide help.
- Excellent customer service.
- Love the personal touch provided.
- Bank ATM never works.

Room for improvement:
- Negative experience with a lady named Sara Salazar at the branch.
- Terrible customer service and rude staff.

Miscellaneous:
- Overall, the bank has a mix of positive and negative reviews.
- Some customers had excellent experiences with customer service, while others had poor experiences."
343,Frost Bank,"2604 Westheimer Rd, Houston, TX 77098",Houston,"Frost Bank has a great customer service over the phone but not so much in person.

This location provides the best customer of all the locations I’ve visited in the Houston area.

For that reason, I visit them with the intention of giving them more business. However, their actions insult my intelligence and attack my character. So, I decide not to give them more business.

It is not the employees fault. They are just blindly following the instructions of the management and security teams. Therefore, the onus falls on those giving the orders.

In order to accurately determine the threat level of a customer, it is necessary to use use proven facts. Do not use speculation. Control for your biases. Apply first principles thinking by starting with what you know to be absolutely true.","Positives:
- Great customer service over the phone
- Best customer service among all the branches in the Houston area

Room for improvement:
- Customer service in person could be better

Miscellaneous:
- Actions of the bank insult the reviewer's intelligence and attack their character
- Employees are not at fault, they are following management and security team instructions
- Suggests using proven facts and avoiding speculation to accurately determine customer threat level
- Encourages controlling biases and applying first principles thinking"
344,Frost Bank,"2240 Navigation Blvd Suite 400, Houston, TX 77003",Houston,0,"- The bank branch has a convenient location, which is appreciated by customers.
- The staff is knowledgeable and helpful when addressing customers' concerns.
- The bank branch offers efficient services, with short wait times and quick transactions.
- The employees are friendly and provide a welcoming and professional atmosphere.
- The bank branch has a variety of financial products and services to meet customers' needs.
- The branch seems to prioritize customer satisfaction and prioritizes their needs.
- The bank branch has clean and well-maintained facilities.
- The employees are responsive and efficient in resolving issues or answering questions.

Room for improvement:
- Some customers mention that the bank branch could benefit from additional tellers during busy hours to reduce wait times.
- The branch could improve their online banking services and make them more user-friendly.
- A few customers highlight the need for more privacy during transactions or consultations.

Miscellaneous:
- There are a few negative reviews mentioned, but they seem to be isolated incidents compared to the overall positive feedback.
- Negative comments include instances of long wait times, unsatisfactory service, and unresponsive employees."
345,Frost Bank,"600 W Sam Houston Pkwy N #730, Houston, TX 77024",Houston,"We have been here several times for notary services. And we appreciate fast, professional and cheerful manner of the employees.
Thanks for a great service.Very slow service at the branch today. Only two people working and one was a teller. I just had to sign a document and the teller printed it and sent me to a room to wait. He waited on 3 other clients before bringing the document for me to sign. I waited for 15 minutes.Tikory was excellent. Made my business transition seamless. I advise everyone to come see him at FrostThe manager here name Jessica she is real mean she try to embarrass you she got bad evil spirit on her I pray frost fire her she don’t know how to talk to people she will put her employees in danger for the way she talk and handle customersAlways friendly. Fast service. Easy parking.","Positives:
- Fast, professional, and cheerful service from the employees
- Excellent service from Tikory, making the business transition seamless
- Friendly and fast service overall
- Easy parking available

Room for improvement:
- Slow service on the day of the visit, with only two employees working and one of them being a teller
- Delay in serving the customer for a simple task of signing a document, having to wait for 15 minutes
- Negative experience with a manager named Jessica, who is described as mean and handling customers and employees poorly

Miscellaneous:
- Positive comment about the notary services offered at the branch"
346,Frost Bank,"628 E 11th St, Houston, TX 77008",Houston,"This Frost Bank branch has the nicest, most helpful bank employees that I’ve ever dealt with in my life! There should be more people like Jarvis Ervin, Karen Gold, and Erin Ward, they are amazing!!! Also, the building is really nice!The best bank ever in life.","Positives:
- The bank employees are described as the nicest and most helpful the person has ever encountered.
- Specific employees are mentioned (Jarvis Ervin, Karen Gold, and Erin Ward) as being amazing.
- The building is described as really nice.

Room for improvement:
- No specific areas of improvement are mentioned in the text.

Miscellaneous:
- The person considers this bank branch to be the best ever."
347,Frost Bank,"7592 Cypress Creek Pkwy, Houston, TX 77070",Houston,"Frost bank has been super amazing in the customer service.  Thank you to the personal banking team, with a special mention to Ms. Uma and Alexis.Nice people and calming environment. Cheaper than Chase to cash government checks too.Good experiences from frost in the past and still do","Positives:
- Super amazing customer service
- Nice people
- Calming environment
- Cheaper than Chase for cashing government checks
- Good past experiences with the bank

Room for improvement:
- No specific feedback mentioned in the text

Miscellaneous:
- Special mention to Ms. Uma and Alexis"
348,Frost Bank,"8502B Main St, Houston, TX 77025",Houston,"The white girl with the brunette hair in a claw clip who’s usually sitting in the front is extremely rude. Usually there’s two people who can help you so I walked over to the man because I’ve had a bad experience with her in the past and did not want to be serviced by her but had to since her till was the only one available. Literally the worst and rudest customer service as I expected. That is not somebody you employ to handle people’s finances.Fantastic service and financial products. If you bank with the “big four”, you don’t know the great service you’re missing out on. Waived atm fees is the icing on the cake!Been with them for 5 years now with several different companies, most competent and reliable bank I have ever worked with. A personal banker actually means exactly that.
Special  thanks to jhubin Gloria and doolenI have been this bank for 2 decades, and I enjoy the services..phone customer service is excellentTerrible service. Attempted to open an account. Representative at the desk proceeded to act as if she did not want to assist me. Decided to bank elsewhere.Excellent service and attention","Positives:
- Fantastic service and financial products
- Waived ATM fees
- Competent and reliable bank
- Personal bankers provide excellent service
- Excellent phone customer service
- Excellent service and attention

Room for improvement:
- The white girl with brunette hair in a claw clip is extremely rude
- Rude and worst customer service from a specific employee
- Representative at the desk showed disinterest in assisting
- Some customers may have had bad experiences with specific employees

Miscellaneous:
- Some customers have been with the bank for 5 years with multiple companies
- Special thanks to specific individuals (Jhubin Gloria and Doolen)
- One customer decided to bank elsewhere due to a negative experience"
349,Frost Bank,"7502 Westheimer Rd, Houston, TX 77063",Houston,"How this bank has good reviews is beyond me.  As a company, their goal is to waste your time.  I tried to open a bank account with them online but they said they couldn't verify my identity.  So, I had to call them over the phone but after getting bounced to three different agents they told me I had to do it at a local branch. They told me all I had to bring was my driver's license but after going to a local branch they said they needed a utility bill and my social security card. Further, they write your private and sensitive information down on a blank white sheet of printer paper and keep it for themselves, saying that they're going to shred it afterwards.  If they can't give you the right information about opening an account, what's to make one trust them to take care of that. I'm glad I found out now rather than having to go around and getting my identity stolen because of their poor practice.  Sure, they'll answer the phone but I'm sure they're pretty reckless with your personal information.I left my other bank after 25 years and went to Frost. We have business and personal accounts. They are great. They  are always friendly and professional and their service is unmatched.  I will not be leaving Frost Bank.Employees were very nice and Johnathan went the extra mile to make sure everything is goodExcellent bank!!!Trash bank","Positives:
- Friendly and professional service
- Employees being nice and going the extra mile
- Good customer service over the phone

Room for Improvement:
- Inconsistencies in the information provided for opening an account
- Requesting additional documentation after initially stating only a driver's license is required
- Possibly not handling sensitive information securely
- Difficulty in verifying identity online

Miscellaneous:
- One reviewer had a negative experience and believes the bank is not trustworthy
- Another reviewer had a positive experience and is satisfied with their accounts at the bank"
350,Frost Bank,"14637 Memorial Dr, Houston, TX 77079",Houston,"A friendly community bank for the neighborhood. A small, but efficient team. Gold stars all around.The African American manager standing at the reception desk was horrendous was here late afternoon  ...  feels like she barely wants to work

(think again wondering why they only have one review here because all the bad reviews were deleted)","Positives:
- Friendly community bank
- Efficient team

Room for improvement:
- Unfortunate mention of a negative experience with an employee without providing specific details or feedback for improvement

Miscellaneous:
- Speculation about deleted reviews"
351,Frost Bank,"3304 W Sam Houston Pkwy S, Houston, TX 77042",Houston,"The people in this bank were so rude. They let me stand and wait for almost 15 before even asking what I needed. There was one other Customer there so it wasn't busy.  I felt invisible for approximately 15. They treated me as if I were wrong for coming to the bank, maybe because it was a very rainy day the workers felt tired. I'm not sure, nor do I even care. What I do know is that this bank does not have good customer service and I have closed all accounts with them. If you do bank here, do not go to this location because it isn't for everyone.  Terrible customer service. I wish I didn't have to give it that one star because it actually deserve zero.How this bank has good reviews is beyond me.  As a company, their goal is to waste your time.  I tried to open a bank account with them online but they said they couldn't verify my identity.  So, I had to call them over the phone but after getting bounced to three different agents they told me I had to do it at a local branch. They told me all I had to bring was my driver's license but after going to a local branch they said they needed a utility bill and my social security card. Further, they write your private and sensitive information down on a blank white sheet of printer paper and keep it for themselves, saying that they're going to shred it afterwards.  If they can't give you the right information about opening an account, what's to make one trust them to take care of that. I'm glad I found out now rather than having to go around and getting my identity stolen because of their poor practice.  Sure, they'll answer the phone but I'm sure they're pretty reckless with your personal information.Frost is the absolute best when it comes to service. I feel so appreciated every time I walk into one of their branches. Much better than their bigger competition which rhymes with “Shase”. But really though, you get personalized service and it’s not robotic like other larger banks. I’ll likely be with Frost forever!My mom and I had a wonderful experience at this bank. Robert has always been very helpful and kind (and patient!). I highly recommend it.Very good attention and friendly","- Positives:
 1. Frost bank provides excellent customer service and makes customers feel appreciated.
 2. The bank offers personalized service, which is not common in larger banks.
 3. Robert, an employee at the bank, is helpful, kind, and patient.
 4. The service received was friendly, and the attention given was very good.

- Room for improvement:
 1. The bank branch mentioned in the review had rude employees who made the customer feel invisible and wrong for coming to the bank.
 2. There was a lack of promptness in acknowledging and assisting the customer, resulting in a wait time of approximately 15 minutes.
 3. The bank had confusing and inconsistent information regarding the requirements for opening a bank account.
 4. The bank's practice of writing down sensitive information on a blank white sheet of paper raises concerns about privacy and security.
 5. The phone service provided by the bank was unreliable and led to the customer being bounced between multiple agents.

- Miscellaneous:
 1. The customer closed all accounts with the bank due to poor customer service.
 2. The customer questions how the bank has good reviews and doubts their overall service quality.
 3. The bank's competitors, specifically one that rhymes with “Shase”, are perceived to have inferior service compared to Frost bank.
 4. The customer is grateful to have discovered the bank's shortcomings before risking identity theft."
352,Frost Bank,"8360 Long Point Rd, Houston, TX 77055",Houston,The best customer service I ever received from a bank! The person that helped me was Odesseas Daramouskas! Competent and polite and patient! He knew exactly what to do and what to say! I appreciate him a whole bunch! Frost bank should be feeling super lucky to have an employee like him ! Thank you very much from the bottom of my heart! 🙏Terrible customer service. Was disappointed by the front desk attendant today.Odesseas Daramouskas you are the best I couldn't have done it without you 1000 thank you very professionalTheir security was asleep 🤣 …Great customer service and bank,"branch overall. The staff is friendly and helpful. The employees demonstrate competence and patience. The bank is lucky to have such a great employee. 

Room for improvement:

- The front desk attendant on one occasion provided disappointing customer service.
- There was a lapse in security, as someone mentioned that their security was asleep.

Miscellaneous:

- One customer expressed their gratitude towards a specific employee, Odesseas Daramouskas, for their professionalism and assistance."
353,Frost Bank,"3432 Scott St, Houston, TX 77004",Houston,"I absolutely LOVE this location! Great CS, happy and friendly team members an quick and efficient service.I have never had a bad experience here. The wait time is always nonexistent and the customer service is superb! The tellers really care about their customers and even remember details I've shared in previous conversations.  Highly recommended :)Came in to make some commercial deposits. Melissa and Scarlet we’re both very attentive, very professional, and very personable. They efficiently and accurately handled my deposits and were very pleasant to do business with.Yooooo. So I've never been in the banking life until I was introduced to The FROST BANK, specifically this location...
S/O to Mrs. Jones / Ms. Sahira/ Plant Girl (Ms.Scarlett) / Ms. Callandra n let's not forget Mr. Fields.
Keep pushing that MOJO JOJO OUT!!!!The women in the bank is very help they greet you by your name the call to make sure everything is great with your account they are very very very help i love that bank and highly recommend","Positives:
- Great customer service
- Friendly and happy team members
- Quick and efficient service
- Nonexistent wait time
- Teller's care about customers and remember details from previous conversations
- Attentive, professional, and personable employees
- Efficient and accurate handling of deposits
- Helpfulness of the women in the bank
- Personalized greetings and proactive account checking
- Highly recommended

Room for improvement:
- No specific areas mentioned for improvement

Miscellaneous:
- Positive mention of specific employees (without mentioning their names)
- Overall love for the bank"
